country,province,culture_norm,language,major_event_date,major_event_desc,food_culture,important_cities,religious_practices,taboos
Vietnam,Thanh Hoa,"tourists should respect local customs by observing modest dressing, especially in traditional and religious settings, and showing appreciation for the region's historical sites, like the ancient citadel of Hoan Lau.",Vietnamese,6/30/2025,Thanh Hoa Traditional Festival: A cultural and religious festival celebrating local customs and honoring ancestors.,"""Bánh Gai"" and ""Cơm Lam"".","Thanh Hoa City, Sam Son",Predominantly Buddhist with some Christian populations. The Traditional Festival includes spiritual offerings and rituals for a good harvest.,Do not touch sacred objects or disrupt religious ceremonies.
Vietnam,Thai Binh," tourists are encouraged to respect the local agricultural lifestyle, participate politely in local festivals, and observe etiquette at temples, particularly those dedicated to the region's ancestors and agricultural deities.",Vietnamese,10/15/2025,"Thai Binh Cultural Festival: A celebration of the region’s history and culture, with folk music and dance.","""Bánh Pía"" and seafood dishes.","Thai Binh City, Quynh Phu",Predominantly Buddhist with some local animist practices. The Cultural Festival includes ceremonies to honor ancestors and bring prosperity.,Avoid discussing politics or sensitive topics in public.
Vietnam,Thai Nguyen,"Tourists in Thai Nguyen should appreciate the local ethnic diversity, particularly the Tay and H'mong communities, and show respect during cultural events, such as the Cap Sac ritual, which is deeply tied to local identity.",Vietnamese,11/1/2025,"Thai Nguyen Tea Festival: A cultural and agricultural celebration centered around tea, with performances and rituals.","""Bánh Cuốn"" and ""Chè"" (sweet soup).","Thai Nguyen City, Phu Linh",Predominantly Buddhist with some Catholic communities. The Tea Festival includes offerings to spirits for a bountiful harvest.,Don’t take photos in temples or during rituals.
Vietnam,Thua Thien Hue,"visitors should approach the ancient Imperial City and pagodas with reverence, and be mindful of local traditions, particularly during the Hue Festival, which celebrates local cultural and historical practices.",Vietnamese,12/10/2025,"Huong Pagoda Festival: A religious event held at the Huong Pagoda, with prayers and offerings to honor the spirits.","""Bánh Bèo"" and ""Cơm Tấm"".","Hue City, Huong Thuy","Predominantly Buddhist, with a significant Catholic minority. The festival includes prayers and rituals for a prosperous year ahead.",Don’t interrupt prayers or ceremonies at temples.
Vietnam,Tien Giang,"tourists are encouraged to respect the peaceful rural lifestyle and the unique waterways, ensuring that interactions with the local communities, especially in floating markets, are done courteously.",Vietnamese,1/15/2025,"Tien Giang Lunar New Year Festival: A celebration of the new year with local customs, prayers, and family reunions.","""Bánh Chưng"" and ""Cơm Gà"".","My Tho, Tan Phu Dong",Predominantly Buddhist with some Christian communities. The Lunar New Year Festival includes prayers for prosperity and family unity.,Avoid raising your voice in sacred spaces.
Vietnam,Tuyen Quang,"tourists should respect the customs of the Tay, H'mong, and other ethnic groups in the region, especially during local celebrations and festivals, where traditional music and dance are central to the community's identity.","Vietnamese,  Tay, H'mong, and Dzao.",3/10/2025,"Tuyen Quang Mountain Festival: A celebration of the region’s mountainous beauty and ethnic diversity with music, dance, and religious ceremonies.","""Bánh Cuốn"" and grilled meats.","Tuyen Quang City, Yen Son",Predominantly ethnic minorities practicing animism and some Buddhism. The Mountain Festival includes offerings to ancestors for blessings and harmony.,Don’t speak loudly or interrupt ceremonies in sacred areas.
Vietnam,Vinh Long," visitors should show respect for the local culture by appreciating the traditions of the Mekong Delta, including the craftsmanship and folk music, and by maintaining a respectful demeanor during local ceremonies and market visits.",Vietnamese,5/5/2025,"Vinh Long Water Festival: A celebration of the Mekong Delta’s river life with boat races, rituals, and cultural performances.","""Cơm Hến"" and rice-based dishes.","Vinh Long City, Long Ho",Predominantly Buddhist with small Catholic communities. The Water Festival includes prayers for good health and prosperity.,Avoid discussing politics or religion during ceremonies.
Vietnam,Yen Bai,"Tourists in Yen Bai should respect the distinct practices of the local ethnic minorities, particularly the Tay, H'mong, and Muong people, while also appreciating the region’s natural beauty and the importance of agriculture in local life.","Vietnamese, H'mong and Tay.",7/25/2025,"Yen Bai Rice Harvest Festival: A festival celebrating the rice harvest with traditional dances, songs, and rituals.","""Bánh Cuốn"" and ""Cơm Lam"".","Yen Bai City, Luc Yen",Predominantly Buddhist with some animist beliefs. The Rice Harvest Festival includes offerings to spirits and prayers for an abundant harvest.,Do not interrupt the harvest rituals or ceremonies.
Vietnam,Hanoi,"visitors should be mindful of local traditions by dressing modestly, showing respect during visits to temples and historical sites, and respecting the city’s dynamic mix of modernity and ancient culture, particularly during public festivals like Tet.",Vietnamese,2/15/2025,"Hanoi Spring Festival: A celebration of the Lunar New Year, with cultural performances, dragon dances, and family reunions.","""Bánh Chưng"" and ""Phở"".","Hanoi City, Hoan Kiem",Predominantly Buddhist with some Christian populations. The Spring Festival includes religious ceremonies and offerings to ancestors for prosperity.,Avoid speaking loudly or discussing politics in public.
Vietnam,Ho Chi Minh City,"Tourists should follow local norms by dressing modestly, especially in religious sites, and showing respect in interactions with the local community, acknowledging the city’s rapid development alongside its historical landmarks.",Vietnamese,4/30/2025,"Reunification Day Festival: Celebrating the reunification of Vietnam with parades, performances, and ceremonies.","""Bánh Mì"" and ""Cơm Tấm"".","Ho Chi Minh City, District 1",Predominantly Buddhist with a significant Catholic minority. The Reunification Day Festival includes prayers for peace and prosperity.,Don’t engage in public debates about politics or religion.
Vietnam,Da Nang,"Visitors to Da Nang should respect the region’s Buddhist traditions, particularly at the Marble Mountains and pagodas, and show appreciation for local customs and festivals that celebrate both ancient and contemporary cultural expressions.",Vietnamese,8/15/2025,"Da Nang International Fireworks Festival: A spectacular event with fireworks displays, performances, and music.","""Bánh Xèo"" and ""Cao Lầu"".","Da Nang City, Son Tra",Predominantly Buddhist with small Christian populations. The Fireworks Festival includes religious rituals for peace and blessings.,Don’t interrupt performances or ceremonies.
Vietnam,Hai Phong,"In Hai Phong, tourists should adhere to local customs by maintaining respect during visits to both cultural and historical sites, such as the Do Son Beach area, and by showing deference to the region's longstanding fishing community.",Vietnamese,6/10/2025,"Hai Phong Red Flamboyant Festival: A celebration of the blooming of the Red Flamboyant tree, with cultural performances and rituals.","""Bánh Gai"" and grilled seafood.","Hai Phong City, Le Chan",Predominantly Buddhist with a growing Christian community. The Red Flamboyant Festival includes offerings for good health and prosperity.,Avoid discussing money or wealth in religious settings.
Vietnam,Can Tho,"visitors should respect local agrarian practices, especially when touring floating markets, and behave courteously during the region's lively festivals and celebrations of riverine culture.",Vietnamese,11/10/2025,"Can Tho Floating Market Festival: A celebration of the region’s rivers and agricultural trade, with boat races and performances.","""Bánh Xèo"" and ""Cơm Hến"".","Can Tho City, Ninh Kieu",Predominantly Buddhist with some Christian populations. The Floating Market Festival includes rituals for prosperity and blessings from spirits.,Avoid raising your voice or discussing politics in sacred spac
East Timor,Dili,"Greetings with handshake, formal respect for elders, traditional dress during ceremonies","Tetum, Portuguese",11/2/2024,Celebrates the 1999 independence referendum,"Rice, corn, fish, and traditional cassava dishes","Cristo Rei, Dili Cathedral, Independence Monument","Predominantly Roman Catholic, some Protestant","Avoid disrespecting the flag, and public criticism of government"
East Timor,Aileu,"Formal greetings, strong community ties, traditional dances at festivals","Tetum, Portuguese",12/8/2024,Marks the restoration of independence in 2002,"Cassava, rice, and pork-based dishes","Mount Ramelau, Aileu Church","Roman Catholic, local animism practices",Avoid showing disrespect to elders or traditional leaders
East Timor,Baucau,"Hospitality is important, showing respect to visitors","Tetum, Portuguese",1/5/2025,Celebrating the patron saint of the region,"Rice, corn, tropical fruits","Baucau Fort, Church of Our Lady of Mount Carmel","Roman Catholic, Protestant",Avoid public displays of anger or conflict
East Timor,Bobonaro,"Emphasis on family and community involvement, traditional ceremonies","Tetum, Portuguese",2/9/2025,Commemoration of deceased loved ones,"Maize porridge, rice, pork, beans","Maliana Cathedral, Mount Kablaki","Catholic, some local animist beliefs",Avoid making jokes about religion or sacred symbols
East Timor,Cova Lima,"Politeness and respect for elders, informal dress at social gatherings","Tetum, Portuguese",3/4/2025,Honors the struggle for independence,"Rice, fish, cassava, and tropical fruits","Wailili Waterfall, Suai",Predominantly Catholic,Do not discuss politics or government leaders in public
East Timor,Ermera,"Respect for community and family hierarchy, elders are highly regarded","Tetum, Portuguese",3/6/2025,Commemorates independence and freedom,"Traditional rice dishes, fish, pork","Ermera Hot Springs, Laga Beach","Roman Catholic, Protestant",Avoid gestures that may seem disrespectful or rude to elders
East Timor,LiquiÃ§a,"Friendly but formal interactions, hospitality is valued","Tetum, Portuguese",4/7/2025,Celebrates the patroness of East Timor,"Rice, corn, and coconut-based dishes","LiquiÃ§a Church, Maubara Fort",Catholic,Publicly criticizing religious leaders or elders
East Timor,Manatuto,"Hospitality, traditional ceremonies for important events","Tetum, Portuguese",4/21/2025,Commemorates the independence restoration,"Fish, rice, beans, and tropical fruits","Mount Matebian, Manatuto Market","Catholic, Protestant",Disrespecting sacred traditions or elders is taboo
East Timor,Oecusse,"Formal greetings, local dance and song during festivals","Tetum, Portuguese",4/24/2025,Religious celebrations and community feasts,"Fish, rice, sweet potatoes, pork","Oecusse Beach, Tono Museum",Catholic,Avoid inappropriate humor or mocking traditional customs
East Timor,Viqueque,"Strong family values, respect for elders, traditional dances","Tetum, Portuguese",5/20/2025,Honoring the national heroes of East Timor,"Rice, corn, pork, and beans","Mount Laga, Viqueque Church",Catholic,Avoid discussing politics or conflicts openly
East Timor,Ainaro,"Formality and respect for tradition, hospitality is central","Tetum, Portuguese",5/20/2025,Independence Day celebrations,"Maize porridge, pork dishes","Ainaro Church, Mount Ainaro","Catholic, Protestant",Disrespect for elders or cultural icons is taboo
East Timor,Atauro,"Local communities are tightly knit, informal greetings among locals","Tetum, Portuguese",7/20/2025,A religious feast and community gathering,"Fish, cassava, rice, and coconut-based dishes","Atauro Island, Taclobo Beach",Catholic,Avoiding disrespect toward traditional practices and religious observances
Laos,Attapeu,"Respect for elders, strong community values","Lao, Khmu, Hmong",8/8/2025,"Celebrates Attapeu's rich cultural heritage, with music, dance, and traditional rituals.","Sticky rice, spicy fish","Xe Pian National Protected Area, Attapeu Waterfalls",Theravada Buddhism,Public argumentation or disrespecting local customs
Laos,Bokeo,"Hospitality, respectful gestures","Lao, Hmong, Lahu",1/1/2025,Festival celebrating local ethnic diversity and heritage through dance and performances.,"Khao niaw, spicy papaya salad","Golden Triangle, Houay Xai",Theravada Buddhism,Disrespect to elders or local customs
Laos,Bolikhamxai,"Respect for elders, family-oriented","Lao, Hmong, Khmu",3/1/2025,"Celebrates the founding of the province with parades, street dancing, and local cultural showcases.","Sticky rice, grilled meats",Phou Khao Khouay National Park,Theravada Buddhism,Avoiding public disputes or arguing
Laos,Champasak,"Strong family ties, polite communication","Lao, Khmu, Hmong",4/1/2025,A significant cultural event where locals perform the Baci ceremony for blessings and prosperity.,"Tam mak hoong, sticky rice","Wat Phu, Don Daeng",Theravada Buddhism,Disrespecting traditional ceremonies
Laos,Xekong,"Strong community values, respect for nature","Lao, Hmong, Khmu",8/1/2025,Local festival showcasing Xekongâ€™s agricultural and cultural heritage with dance and music.,"Sticky rice, grilled meats","Xe Xou River, Xe Pien-Xe Nam Noy National Protected Area",Theravada Buddhism,Disrespecting nature or elders
Laos,Khammouane,"Close-knit communities, formal politeness","Lao, Khmu, Hmong",2/1/2025,Commemoration of the founding of Khammouane province with street dancing and cultural exhibits.,"Khao niaw, fish dishes","Kong Lor Cave, Tham Nang Aen",Theravada Buddhism,Avoiding confrontations in public
Laos,Lao Cai,"Family-oriented, respect for elders","Lao, Hmong, Khmu",5/1/2025,"A cultural celebration of local traditions, including dance and music performances.","Sticky rice, spicy food","Pha That Luang, Phou Hin Boun",Theravada Buddhism,"Public argumentation, showing disregard for tradition"
Laos,Luang Namtha,"Respect for elders, community cooperation","Lao, Lahu, Hmong",11/1/2025,"Celebrating the provinceâ€™s cultural diversity, with performances and rituals from different ethnic groups.","Lao sausage, sticky rice",Nam Ha National Protected Area,Theravada Buddhism,Disrespecting indigenous traditions
Laos,Luang Prabang,"Politeness, high respect for elders, community focus","Lao, French, English",12/1/2025,"Celebrates the provinceâ€™s rich heritage, with the most prominent celebration held at the That Luang temple.","Khao niaw, laap","Wat Xieng Thong, Kuang Si Falls",Theravada Buddhism,Disrespecting temple grounds or monks
Laos,Oudomxay,"Respect for elders, cooperative society","Lao, Hmong, Khmu",8/1/2025,The province celebrates its agricultural products and ethnic diversity with street festivals and performances.,"Khao niaw, grilled pork","Oudomxay Valley, Phou Iu",Theravada Buddhism,Disrespecting local leaders
Laos,Phongsaly,"Strong community ties, hospitality","Lao, Hmong, Khmu",4/1/2025,Provincial celebrations honoring local history and culture through music and rituals.,"Sticky rice, fish dishes","Phongsaly Town, Phou Dendin",Theravada Buddhism,Disrespecting elders and community rituals
Laos,Savannakhet,"Respect for elders, formality in behavior","Lao, Vietnamese, Thai",5/1/2025,Major festivals focused on local agricultural products and the provinceâ€™s history.,"Grilled meats, sticky rice","Xeno, Basi Stupa",Theravada Buddhism,Avoiding direct confrontation in public
Laos,Saravan,"Family and community-focused, respect for tradition","Lao, Khmu, Hmong",10/1/2025,A festival celebrating Saravan's historical significance with performances and community events.,"Tam mak hoong, sticky rice","Saravan Waterfalls, Phou Louey",Theravada Buddhism,Disrespecting rituals or elders
Laos,Vientiane Province,"Hospitality, formality in interactions","Lao, Hmong, Khmu",10/1/2025,Local celebration of Vientianeâ€™s cultural and historical achievements through dances and parades.,"Khao niaw, laap","Phou Phanang, That Luang",Theravada Buddhism,Public displays of anger or aggression
Laos,Xaisomboun,High regard for community and traditions,"Lao, Hmong, Khmu",7/1/2025,Celebrations of cultural heritage and agricultural abundance with festivals and street parades.,"Grilled meats, sticky rice",Phou Khao Khouay National Park,Theravada Buddhism,Disrespecting local customs
Laos,Xieng Khouang,"Respect for elders, importance of community","Lao, Hmong, Khmu",5/1/2025,"Festival highlighting local history, agricultural exhibits, and cultural dance.","Khao niaw, traditional rice dishes","Plain of Jars, Phonsavan",Theravada Buddhism,Disrespecting elders during gatherings
Laos,Vientiane Prefecture,"Deep respect for elders, formality in speech","Lao, French, English",12/2/2025,"Celebrates the founding of the Lao People's Democratic Republic, with state events and parades.","Sticky rice, laap, tam mak hoong","Patuxai, That Luang, Buddha Park",Theravada Buddhism,"Public display of disrespect to elders, public arguments"
Myanmar,Yangon Region,"Respect for elders, formal greetings with a slight bow or hands pressed together in prayer gesture (namaste), modest dress for women, especially in temples","Burmese, English",1/1/2025,Marks Myanmar's independence from British colonial rule with ceremonies and national events,"Rice, curry, mohinga (fish noodle soup), lahpet (fermented tea leaves)","Shwedagon Pagoda, Sule Pagoda, Kandawgyi Lake","Buddhism (Theravada), with animist practices","Avoid touching the head, public displays of affection, or talking loudly in public"
Myanmar,Mandalay Region,"Politeness is important, greeting with a bow or hands together in prayer gesture, respect for elders and monks, formal dress for religious ceremonies","Burmese, English",4/13/2025,"Celebrating the Burmese New Year with water festivals, religious ceremonies, and family reunions","Rice, curry, soups, laphet (fermented tea leaf salad), street foods","Mandalay Hill, Mahamuni Pagoda, U Bein Bridge","Buddhism (Theravada), animism","Avoid pointing your feet at people, religious images, or monks"
Myanmar,Rakhine State,"Politeness, modest dress, respect for elders, greeting with traditional hand gestures","Rakhine, Burmese",10/10/2025,"A festival to celebrate Rakhine culture with traditional dances, music, and food offerings","Rice, fish, curry, vegetable dishes, freshwater fish","Shittaung Pagoda, Rakhine National Museum, Mrauk U ruins","Buddhism (Theravada), some animist influences",Avoid discussing politics or religion openly
Myanmar,Shan State,"Respect for elders, formal greetings, modest dress for women, greeting with hands in prayer gesture, communal eating style","Shan, Burmese, Chinese",11/15/2025,"Celebration of Shan ethnic New Year with dances, feasts, and offerings to ancestors","Rice, vegetables, fish, chicken, Shan-style noodles","Inle Lake, Pindaya Caves, Taunggyi","Buddhism (Theravada), animism, influence of Taoism and Chinese practices",Avoid showing disrespect to elders or interrupting conversations
Myanmar,Kachin State,"Greetings with politeness and formal bows, respect for elders, special emphasis on family and community traditions","Kachin, Burmese",1/1/2025,"New Year celebrations with traditional music, dances, and communal feasts","Rice, chicken, fish, Kachin-style dumplings, wild vegetables","Myitkyina, Indawgyi Lake, Naga Hills","Christianity (Christian Kachin), Theravada Buddhism, animism",Avoid discussing politics or religious differences
Myanmar,Chin State,"Formal greetings with respect for elders, traditional ceremonies for important events, modest dress at ceremonies","Chin, Burmese",12/25/2025,"Celebration of Christmas with traditional Chin dances, food, and church services","Rice, meat dishes, fermented vegetables, pork, chicken","Mount Victoria, Kanpetlet, Natma Taung National Park","Christianity, animism, local beliefs",Avoid disrespecting elders or public displays of affection
Myanmar,Mon State,"Respect for elders, formal greetings, polite conduct, importance of family, and religious ceremonies","Mon, Burmese",2/1/2025,"A celebration of the Mon ethnic group's New Year with family reunions, feasts, and religious offerings","Rice, curries, seafood, salad, sticky rice","Kyaikto Pagoda, Shwethalyaung Reclining Buddha","Buddhism (Theravada), some animist practices","Avoid loud behavior, disrespecting elders or monks"
Myanmar,Karen State,"Formal greetings with respect for elders, importance of community traditions, modest dress for women, especially in religious settings","Karen, Burmese",5/1/2025,"Karen ethnic group's New Year celebration with traditional dances, food, and community gatherings","Rice, pork, chicken, vegetables, wild herbs","Hpa-an, Saddan Cave, Kyauk Ka Latt Pagoda","Christianity, Buddhism (Theravada), animism","Avoid political discussions, showing disrespect to elders"
Myanmar,Kayah State,"Respectful greetings, formality, and modest dress for women, religious ceremonies are essential, public behavior is conservative","Kayah, Burmese",1/1/2025,"Celebration of Kayah State's founding with traditional dances, music, and cultural exhibitions","Rice, vegetables, chicken, pork, wild herbs","Loikaw, Kyet Cave, Taung Kalat Monastery","Buddhism (Theravada), animism, some Christianity","Avoid showing disrespect to elders or monks, public arguments"
Myanmar,Bago Region,"Politeness and formality, respect for elders, dressing modestly in public and religious places","Burmese, Mon",4/12/2025,"Celebration of the Burmese New Year with water festivals, cultural performances, and family reunions","Rice, curries, noodles, salads, grilled meats","Shwemawdaw Pagoda, Bago Museum, Kanbawzathadi Palace","Buddhism (Theravada), animism","Avoid public displays of affection, speaking rudely to elders"
Myanmar,Ayeyawady Region,"Respectful greetings, modest dress, and formality, family gatherings are important during holidays","Burmese, Ayeyawady",7/10/2025,Celebration of the full moon of Waso marking the beginning of Buddhist Lent with temple visits and offerings,"Rice, fish, chicken, vegetables, mohinga (fish noodle soup)","Pathein, Hpa-an, Pyapon",Buddhism (Theravada),"Avoid loud arguments, showing disrespect in public"
Myanmar,Magway Region,"Formal greetings, respect for elders, public behavior is conservative, importance of family ceremonies","Burmese, Magway",1/1/2025,"New Year celebrations with local music, dances, and food offerings to ancestors","Rice, curry, beans, pork, vegetables","Mount Popa, Magway Pagoda, Myathalun Pagoda","Buddhism (Theravada), animism","Avoid disrespecting the local traditions, talking loudly in public"
Myanmar,Sagaing Region,"Respect for elders, formal greetings, traditional ceremonies for important occasions, modest attire in temples","Burmese, Sagaing",3/1/2025,A celebration of the Buddhist Sangha (monastic community) with offerings and temple visits,"Rice, curry, fish, vegetables, sticky rice","U Min Thonze Pagoda, Sagaing Hill, Ywa Htaung Monastery",Buddhism (Theravada),"Avoid public arguments, showing disrespect to monks"
Myanmar,Tanintharyi Region,"Respectful greetings, importance of community, modest dress for religious ceremonies, informal greetings in social settings","Burmese, Malay, Thai",10/20/2025,"The region's founding day with local dances, music, and cultural performances","Rice, seafood, fish, vegetables, sticky rice","Dawei, Myeik Archipelago, Mawlamyine","Buddhism (Theravada), animism","Avoid discussing politics or religion in public, public displays of affection"
Myanmar,Mon State,"Respect for elders, formal greetings, polite conduct, importance of family, and religious ceremonies","Mon, Burmese",2/1/2025,"A celebration of the Mon ethnic group's New Year with family reunions, feasts, and religious offerings","Rice, curries, seafood, salad, sticky rice","Kyaikto Pagoda, Shwethalyaung Reclining Buddha","Buddhism (Theravada), some animist practices","Avoid loud behavior, disrespecting elders or monks"
Philippines,Abra,"Respect for elders, formal greetings","Ilocano, Tagalog, English",5/1/2025,"A celebration of the provinceâ€™s patron saint, with local dances, music, and feasts.","Pinakbet, bagnet, rice cakes","Abra River, Mt. Kalugong","Roman Catholicism, local animist beliefs",Avoid being disrespectful to elders or community leaders
Philippines,Agusan del Norte,"Strong family ties, high regard for hospitality","Cebuano, Tagalog, English",3/17/2025,"Festival highlighting the Agusan River, with river floats and cultural presentations.","Seafood, coconut dishes, rice","Agusan River, Butuan City",Roman Catholicism,Avoid excessive drinking or loud behavior in public
Philippines,Agusan del Sur,"Hospitality, respect for elders","Cebuano, Tagalog, English",12/8/2025,"Festival honoring the regionâ€™s agriculture with street dancing, floats, and music.","Rice, root crops, seafood","Mt. Hilong-Hilong, Agusan Marsh Wildlife Sanctuary",Roman Catholicism,Avoid public confrontations or rude behavior
Philippines,Aklan,"Warm hospitality, deep respect for elders","Aklanon, Tagalog, English",1/1/2025,The â€œMother of Philippine Festivalsâ€ celebrating Santo NiÃ±o with parades and tribal dances.,"Ibos, binakol, seafood","Boracay, Kalibo",Roman Catholicism,Avoid excessive drinking or inappropriate behavior during festivals
Philippines,Albay,"High regard for family and community, polite greetings","Bicolano, Tagalog, English",12/8/2024,"A celebration of Bicolano heritage with street dancing, parades, and cultural performances.","Bicol Express, laing, seafood","Mayon Volcano, Cagsawa Ruins","Roman Catholicism, indigenous beliefs",Avoid disrespecting nature or religious practices
Philippines,Antique,"Family-oriented, respectful to elders, community-focused","Hiligaynon, Tagalog, English",5/1/2025,"A celebration of the province's rich history and culture, featuring dances and performances.","Seafood, rice cakes, coconut dishes","Malandog, Mt. Madia-as","Roman Catholicism, indigenous beliefs",Avoid public arguments or disrespecting elders
Philippines,Apayao,"Respect for elders, formal greetings","Isneg, Ilocano, Tagalog",6/24/2025,"A celebration of the provinceâ€™s creation with street dancing, floats, and performances.","Rice, root crops, fish","Conner, Apayao River",Roman Catholicism,Avoid showing disrespect for local traditions
Philippines,Aurora,"High respect for elders, polite greetings, importance of family","Tagalog, English",6/19/2025,"Commemoration of the birth of Aurora Quezon, with parades, civic events, and performances.","Fish, rice, seafood dishes","Baler Church, Sabang Beach",Roman Catholicism,Avoid excessive drinking or public conflicts
Philippines,Basilan,"Strong family values, respect for elders","Chavacano, Tausug, Tagalog",3/15/2025,"The provinceâ€™s foundation day with cultural dances, traditional food, and performances.","Satti, seafood, rice dishes","Malamawi Island, Basilan Provincial Capitol","Islam, Roman Catholicism",Avoid disrespecting elders or religious practices
Philippines,Bataan,"Formal greetings, respect for elders, high importance of family","Tagalog, Kapampangan, English",4/9/2025,"A national holiday remembering the fall of Bataan during WWII, with parades and ceremonies.","Adobo, kesong puti, seafood","Mt. Samat Shrine, Dambana ng Kagitingan",Roman Catholicism,Avoid political arguments or disrespecting war heroes
Philippines,Batanes,"Polite greetings, importance of community, high regard for elders","Ivatan, Tagalog, English",5/1/2025,Festival honoring the Ivatan culture with traditional dances and feasts.,Ivatan dishes like fuwi and coconut-based foods,"Basco Lighthouse, Sabtang Island","Roman Catholicism, Ivatan indigenous beliefs",Avoid loud behavior or disrespecting community leaders
Philippines,Batangas,"Politeness, family-oriented, importance of religion","Tagalog, English",6/24/2025,"A festival celebrating the feast of St. John the Baptist, with water-related activities.","Bulalo, lomi, longganisa","Taal Volcano, Mt. Makiling",Roman Catholicism,Avoid being loud or rude in public places
Philippines,Biliran,"Strong community ties, hospitality","Waray, Cebuano, Tagalog",5/1/2025,Commemoration of the provinceâ€™s foundation with local performances and food showcases.,"Seafood, binagol, moron","Sambawan Island, Tinago Falls",Roman Catholicism,Avoid being loud or rude during local gatherings
Philippines,Benguet,"Respect for elders, formal greetings, strong community ties","Ibaloi, Kankanaey, Tagalog",2/1/2025,"A flower festival in Baguio City, with floats, parades, and performances.","Strawberry jam, vegetables, rice","Burnham Park, Mines View Park","Roman Catholicism, indigenous beliefs","Avoid disrespecting elders, avoid being too loud in public"
Philippines,Bohol,"Formal greetings, high importance of family, polite behavior","Cebuano, Tagalog, English",6/1/2025,Festival commemorating the blood compact between Rajah Sikatuna and Spanish explorer Legazpi.,"Peanut kisses, seafood, rice","Chocolate Hills, Tarsier Sanctuary",Roman Catholicism,Avoid arguing publicly or disrespecting religious figures
Philippines,Bukidnon,"Respect for elders, communal culture, formal greetings","Cebuano, Tagalog, English",8/1/2025,"A cultural festival featuring street dancing, rituals, and agricultural showcases.","Rice, fruits, vegetables, meat dishes","Dahilayan Adventure Park, Mt. Kitanglad",Roman Catholicism,Avoid public confrontation or disrespecting local customs
Philippines,Bulacan,"High respect for elders, formal greetings, festive spirit during celebrations","Tagalog, English",2/15/2025,Celebration of the province's patron saint with religious processions and community activities.,"Tocino, longganisa, bibingka","Barasoain Church, Malolos Cathedral",Roman Catholicism,Avoid disrupting religious practices or arguments during celebrations
Philippines,Cagayan,"Respect for elders, importance of family, formal greetings","Ilocano, Tagalog, English",4/9/2025,"A commemoration of the provinceâ€™s founding with parades, feasts, and local performances.","Longganisa, rice, seafood","Callao Cave, Cagayan River",Roman Catholicism,Avoid showing disrespect to elders or local leaders
Philippines,Camarines Norte,"Respect for elders, formal greetings, family-centered","Bicolano, Tagalog, English",9/27/2025,"A festival to celebrate the founding of the province, with street dancing and local rituals.","Bicol Express, laing, rice","Calaguas Islands, Paracale",Roman Catholicism,Avoid disrespecting elders or sacred rituals
Philippines,Camarines Sur,"Formal greetings, high importance of family, respect for elders","Bicolano, Tagalog, English",10/1/2025,"A religious festival honoring Our Lady of PeÃ±afrancia, with processions and masses.","Laing, Bicol Express, seafood","Mt. Isarog, Naga City",Roman Catholicism,Avoid public disrespect of religious practices or symbols
Philippines,Camiguin,"Respect for elders, family values, polite communication","Cebuano, Tagalog, English",10/1/2025,"A festival celebrating the harvest of lanzones fruit with parades, street dancing, and exhibits.","Lanzones, sweetened fish, seafood","White Island, Sunken Cemetery",Roman Catholicism,Avoid disrespecting elders or sacred sites
Philippines,La Union,"Family-oriented, respectful greetings","Ilocano, Tagalog, English",2/1/2025,"Celebrates the provinceâ€™s founding with parades, dances, and local food exhibitions.","Bagnet, empanada, longganisa","Poro Point, Ma-Cho Temple",Roman Catholicism,Avoid being loud or inappropriate during events
Philippines,Capiz,"Hospitality, family values, high regard for elders","Hiligaynon, Tagalog, English",10/18/2025,"A festival celebrating the provinceâ€™s founding with parades, dancing, and local food.","Seafood, rice cakes, fish","Panay Church, Capiz Provincial Capitol",Roman Catholicism,Avoid public conflicts or rude behavior
Philippines,Catanduanes,"Strong family ties, polite greetings, respect for elders","Bicolano, Tagalog, English",12/4/2025,Festival honoring the islandâ€™s patron saint with cultural presentations and street dances.,"Fish, coconut, rice","Virac, Puraran Beach",Roman Catholicism,Avoid being loud or disrespectful during religious ceremonies
Philippines,Cavite,"High respect for elders, family-oriented","Tagalog, English",6/12/2025,Celebrates the countryâ€™s independence with parades and civic ceremonies.,"Pancit, tapsilog, espasol","Aguinaldo Shrine, Corregidor Island",Roman Catholicism,Avoid being disrespectful during solemn events
Philippines,Cebu,"Warm hospitality, respect for elders","Cebuano, Tagalog, English",6/24/2025,"The largest religious celebration in Cebu, with processions and dances.","Lechon, seafood, sutukil","Magellanâ€™s Cross, Basilica del Santo NiÃ±o",Roman Catholicism,Avoid excessive drinking or noisy behavior
Philippines,Compostela Valley,"Strong family values, politeness","Cebuano, Tagalog, English",3/1/2025,Festival to celebrate the province's rich heritage with parades and dances.,"Fish, root crops, rice","Mt. Diwata, Mabini Shrine",Roman Catholicism,Avoid loud or disruptive behavior in public
Philippines,Cotabato,"High regard for hospitality, respect for elders","Cebuano, Maguindanao, Tagalog",8/1/2025,A celebration of local culture with agricultural displays and street dances.,"Satti, tinola, durian","Mount Apo, Cotabato River","Islam, Roman Catholicism",Avoid arguing in public or disrespecting elders
Philippines,Davao de Oro,"Politeness, respect for elders, communal living","Cebuano, Tagalog, English",8/1/2025,Festival to celebrate the founding of the province with local performances.,"Rice, coconut dishes, fish","Mt. Apo, Tagbibinta Falls","Roman Catholicism, indigenous beliefs",Avoid speaking disrespectfully to elders
